Ko	gene	name	EC
K17349	TSPAN8	tetraspanin-8
K17352	TSPAN11	tetraspanin-11
K17353	TSPAN18	tetraspanin-18
K17355	TSPAN12	tetraspanin-12
K17356	TSPAN13_31	tetraspanin-13/31
K17361	ACOT9	acyl-coenzyme A thioesterase 9	[EC:3.1.2.-]
K17362	ACOT13	acyl-coenzyme A thioesterase 13	[EC:3.1.2.-]
K17382	LACTB	serine beta-lactamase-like protein LACTB, mitochondrial
K17383	SPRY2	protein sprouty homolog 2
K17387	KIF23	kinesin family member 23
K17388	ROCK2	Rho-associated protein kinase 2	[EC:2.7.11.1]
K17391	IGF2BP1	insulin-like growth factor 2 mRNA-binding protein 1
K17392	IGF2BP2	insulin-like growth factor 2 mRNA-binding protein 2
K17403	MRPS24	small subunit ribosomal protein S24
K17407	MRPS28	small subunit ribosomal protein S28
K17410	MRPS31	small subunit ribosomal protein S31
K17413	MRPS35	small subunit ribosomal protein S35
K17418	MRPL37	large subunit ribosomal protein L37
K17420	MRPL39	large subunit ribosomal protein L39
K17421	MRPL40	large subunit ribosomal protein L40
K17422	MRPL41	large subunit ribosomal protein L41
K17424	MRPL43	large subunit ribosomal protein L43
K17426	MRPL45	large subunit ribosomal protein L45
K17427	MRPL46	large subunit ribosomal protein L46
K17428	MRPL47, NCM1	large subunit ribosomal protein L47
K17431	MRPL50	large subunit ribosomal protein L50
K17432	MRPL51	large subunit ribosomal protein L51
K17435	MRPL54	large subunit ribosomal protein L54
K17441	ZFPM1, FOG1	zinc finger protein ZFPM1
K17451	EZH1	histone-lysine N-methyltransferase EZH1	[EC:2.1.1.43]
K17452	AEBP2	zinc finger protein AEBP2
K17455	FSCN1_2	fascin 1/2
K17458	PPP1R16A, MYPT3	protein phosphatase 1 regulatory subunit 16A
K17461	RECK, ST15	reversion-inducing-cysteine-rich protein with kazal motifs
K17462	yrrT	putative AdoMet-dependent methyltransferase	[EC:2.1.1.-]
K17486	dmdA	dimethylsulfoniopropionate demethylase	[EC:2.1.1.269]
K17488	mptA	GTP cyclohydrolase IV	[EC:3.5.4.39]
K17489	E2.1.3.1-12S	methylmalonyl-CoA carboxyltransferase 12S subunit	[EC:2.1.3.1]
K17491	SMEK, PPP4R3	protein phosphatase 4 regulatory subunit 3
K17492	UBN	ubinuclein
K17493	CAMSAP	calmodulin-regulated spectrin-associated protein
K17495	CSMD	CUB and sushi domain-containing protein
K17496	TIM50	mitochondrial import inner membrane translocase subunit TIM50
K17497	PMM	phosphomannomutase	[EC:5.4.2.8]
K17498	SPN1, IWS1	transcription factor SPN1
K17499	PPM1G, PP2CG	protein phosphatase 1G	[EC:3.1.3.16]
K17500	ILKAP	integrin-linked kinase-associated serine/threonine phosphatase 2C	[EC:3.1.3.16]
K17501	PPM1E, POPX1	protein phosphatase 1E	[EC:3.1.3.16]
K17503	PPM1H, ARHCL1	protein phosphatase 1H	[EC:3.1.3.16]
K17505	PPM1K, PP2CM	protein phosphatase 1K	[EC:3.1.3.16]
K17506	PPM1L, PP2CE	protein phosphatase 1L	[EC:3.1.3.16]
K17508	PTC7, PPTC7	protein phosphatase PTC7	[EC:3.1.3.16]
K17509	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit
K17513	CLEC17A	C-type lectin superfamily 17 member A
K17525	CHID1	chitinase domain-containing protein 1
K17529	SGK494	uncharacterized serine/threonine-protein kinase SgK494	[EC:2.7.11.1]
K17530	DCLK3	doublecortin-like kinase 3	[EC:2.7.11.1]
K17531	OBSCN, ARHGEF30	obscurin-RhoGEF	[EC:2.7.11.1]
K17535	TNNI3K	serine/threonine-protein kinase TNNI3K	[EC:2.7.11.1]
K17536	CNKSR2, KSR2	connector enhancer of kinase suppressor of Ras 2
K17539	PDIK1L, CLIK1L	serine/threonine-protein kinase PDIK1L	[EC:2.7.11.1]
K17540	TEX14, SGK307	inactive serine/threonine-protein kinase TEX14
K17541	SCYL2	SCY1-like protein 2
K17542	SCYL3	SCY1-like protein 3
K17544	TBCK	TBC domain-containing protein kinase-like protein
K17550	PPP1R7, SDS22	protein phosphatase 1 regulatory subunit 7
K17552	PPP1R10	protein phosphatase 1 regulatory subunit 10
K17554	PPP1R13B, ASPP1	apoptosis-stimulating of p53 protein 1
K17555	PPP1R14B	protein phosphatase 1 regulatory subunit 14B
K17560	URI1	unconventional prefoldin RPB5 interactor 1
K17562	PPP1R21, CCDC128, KLRAQ1	protein phosphatase 1 regulatory subunit 21
K17568	ELFN2	protein phosphatase 1 regulatory subunit 29
K17570	HYDIN	hydrocephalus-inducing protein
K17572	ARFGEF3, KEPI	brefeldin A-inhibited guanine nucleotide-exchange protein 3
K17573	LKAP, MARF1	meiosis arrest female protein 1
K17578	ZCCHC9	zinc finger CCHC domain-containing protein 9
K17580	CASC1	cancer susceptibility candidate protein 1
K17582	MKI67	antigen KI-67
K17583	NOM1	nucleolar MIF4G domain-containing protein 1
K17584	PCIF1	phosphorylated CTD-interacting factor 1
K17586	PHRF1	PHD and RING finger domain-containing protein 1
K17588	PREX2	phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 2 protein
K17589	RB1CC1	RB1-inducible coiled-coil protein 1
K17591	RIMBP2	RIMS-binding protein 2
K17592	SACS	sacsin
K17597	STAU	double-stranded RNA-binding protein Staufen
K17598	SYTL	synaptotagmin-like protein
K17599	TMEM132	transmembrane protein 132
K17600	VPS54	vacuolar protein sorting-associated protein 54
K17601	WDR81	WD repeat-containing protein 81
K17602	YLPM1	YLP motif-containing protein 1
K17603	ZFYVE1	zinc finger FYVE domain-containing protein 1
K17604	ZSWIM3	zinc finger SWIM domain-containing protein 3
K17605	PPP2R4, PTPA	serine/threonine-protein phosphatase 2A activator
K17606	IGBP1, TAP42	immunoglobulin-binding protein 1
K17607	TIPRL, TIP41	type 2A phosphatase activator TIP41
K17608	STRN1_3_4	striatin 1/3/4
K17609	NXN	nucleoredoxin	[EC:1.8.1.8]
K17610	CHP, CHP1	calcineurin B homologous protein 1
K17613	CABIN1	calcineurin-binding protein cabin-1
K17614	DUSP3, VHR	dual specificity phosphatase 3	[EC:3.1.3.16 3.1.3.48]
K17616	CTDSPL2	CTD small phosphatase-like protein 2	[EC:3.1.3.-]
K17617	CTDNEP1, DULLARD, NEM1	CTD nuclear envelope phosphatase 1	[EC:3.1.3.16]
K17618	UBLCP1	ubiquitin-like domain-containing CTD phosphatase 1	[EC:3.1.3.16]
K17619	MDP1	magnesium-dependent phosphatase 1	[EC:3.1.3.48 3.1.3.-]
K17622	EYA4	eyes absent homolog 4	[EC:3.1.3.48]
K17623	HDHD1	pseudouridine 5'-phosphatase	[EC:3.1.3.96]
K17631	SYNGAP, RASA5	Ras/Rap GTPase-activating protein SynGAP
K17632	RASAL1	RAS protein activator-like 1
K17633	RASAL2	RAS protein activator-like 2
K17635	RGL1, RGL	ral guanine nucleotide dissociation stimulator-like 1
K17637	EXOC2, SEC5	exocyst complex component 2
K17654	TRMT10C, MRPP1	mitochondrial ribonuclease P protein 1	[EC:2.1.1.-]
K17655	MRPP3	mitochondrial ribonuclease P protein 3
K17656	MSS51	mitochondrial splicing suppressor protein 51
K17662	CBP3, UQCC	cytochrome b pre-mRNA-processing protein 3
K17675	SUPV3L1, SUV3	ATP-dependent RNA helicase SUPV3L1/SUV3	[EC:3.6.4.13]
K17679	MSS116	ATP-dependent RNA helicase MSS116, mitochondrial	[EC:3.6.4.13]
K17680	PEO1	twinkle protein	[EC:3.6.4.12]
K17681	ATAD3A_B	ATPase family AAA domain-containing protein 3A/B
K17685	CYP2A13	cytochrome P450, family 2, subfamily A, polypeptide 13	[EC:1.14.14.1]
K17686	copA, ATP7	Cu+-exporting ATPase	[EC:3.6.3.54]
K17700	RAP1GAP, RAPGAP	RAP1 GTPase activating protein 1
K17701	SIPA1L1, E6TP1	signal-induced proliferation-associated 1 like protein 1
K17702	SIPA1L2, SPAL2	signal-induced proliferation-associated 1 like protein 2
K17704	APBB1IP, RIAM	amyloid beta A4 precursor protein-binding family B member 1-interacting protein
K17705	KRIT1	Krev interaction trapped protein 1
K17707	DOCK5	dedicator of cytokinesis protein 5
K17708	RAP1GAP2	RAP1 GTPase activating protein 2
K17710	PTCD1	pentatricopeptide repeat domain-containing protein 1
K17713	bamB	outer membrane protein assembly factor BamB
K17716	capD	UDP-glucose 4-epimerase	[EC:5.1.3.2]
K17722	preT	dihydropyrimidine dehydrogenase (NAD+) subunit PreT	[EC:1.3.1.1]
K17723	preA	dihydropyrimidine dehydrogenase (NAD+) subunit PreA	[EC:1.3.1.1]
K17725	ETHE1	sulfur dioxygenase	[EC:1.13.11.18]
K17732	PMPCB, MAS1	mitochondrial-processing peptidase subunit beta	[EC:3.4.24.64]
K17733	cwlK	peptidoglycan L-alanyl-D-glutamate endopeptidase CwlK	[EC:3.4.-.-]
K17734	aprX	serine protease AprX	[EC:3.4.21.-]
K17735	lcdH, cdhA	carnitine 3-dehydrogenase	[EC:1.1.1.108]
K17743	XR	D-xylose reductase	[EC:1.1.1.307]
K17744	GalDH	L-galactose dehydrogenase	[EC:1.1.1.316]
K17751	MYH6_7	myosin heavy chain 6/7
K17752	rsbT	serine/threonine-protein kinase RsbT	[EC:2.7.11.1]
K17757	CARKD	ATP-dependent NAD(P)H-hydrate dehydratase	[EC:4.2.1.93]
K17758	nnr	ADP-dependent NAD(P)H-hydrate dehydratase	[EC:4.2.1.136]
K17759	AIBP, nnrE	NAD(P)H-hydrate epimerase	[EC:5.1.99.6]
K17760	qheDH, qbdA	quinohemoprotein ethanol dehydrogenase	[EC:1.1.9.1]
K17762	rsbS	rsbT antagonist protein RsbS
K17763	rsbR	rsbT co-antagonist protein RsbR
K17767	AIP, XAP2	AH receptor-interacting protein
K17768	TOM70	mitochondrial import receptor subunit TOM70
K17769	TOM22	mitochondrial import receptor subunit TOM22
K17776	MTX	metaxin
K17778	TIM10	mitochondrial import inner membrane translocase subunit TIM10
K17780	TIM8	mitochondrial import inner membrane translocase subunit TIM8
K17782	MIA40, CHCHD4	mitochondrial intermembrane space import and assembly protein 40
K17783	ERV1, GFER, ALR	mitochondrial FAD-linked sulfhydryl oxidase	[EC:1.8.3.2]
K17790	TIM22	mitochondrial import inner membrane translocase subunit TIM22
K17795	TIM17	mitochondrial import inner membrane translocase subunit TIM17
K17800	LETM1, MDM38	LETM1 and EF-hand domain-containing protein 1, mitochondrial
K17803	OMS1	methyltransferase OMS1, mitochondrial	[EC:2.1.1.-]
K17804	TIM44	mitochondrial import inner membrane translocase subunit TIM44
K17805	PAM16, TIM16	mitochondrial import inner membrane translocase subunit TIM16
K17807	TAM41, MMP37	mitochondrial translocator assembly and maintenance protein 41
K17808	ZIM17, DNLZ, Tim15	mitochondrial protein import protein ZIM17
K17809	POLDIP2	polymerase delta-interacting protein 2
K17816	NUDT1, MTH1	8-oxo-dGTP diphosphatase / 2-hydroxy-dATP diphosphatase	[EC:3.6.1.55 3.6.1.56]
K17817	NUDT18, MTH3	8-oxo-dGDP phosphatase	[EC:3.6.1.58]
K17821	RNF165	RING finger protein 165
K17822	DCUN1D1_2	DCN1-like protein 1/2
K17823	DCUN1D3	DCN1-like protein 3
K17824	DCUN1D4_5	DCN1-like protein 4/5
K17828	pyrDI	dihydroorotate dehydrogenase (NAD+) catalytic subunit	[EC:1.3.1.14]
K17829	ccrA	crotonyl-CoA reductase	[EC:1.3.1.86]
K17830	GGR	digeranylgeranylglycerophospholipid reductase	[EC:1.3.1.101 1.3.7.11]
K17836	penP	beta-lactamase class A	[EC:3.5.2.6]
K17837	bla2, blm, ccrA, blaB	metallo-beta-lactamase class B	[EC:3.5.2.6]
K17838	oxa	beta-lactamase class D	[EC:3.5.2.6]
K17840	aac2-I	aminoglycoside 2'-N-acetyltransferase I	[EC:2.3.1.59]
K17845	KLF2	krueppel-like factor 2
K17849	HECTD4	E3 ubiquitin-protein ligase HECTD4	[EC:2.3.2.26]
K17857	CYP2P	cytochrome P450, family 2, subfamily P
K17865	croR	3-hydroxybutyryl-CoA dehydratase	[EC:4.2.1.55]
K17866	DPH2	diphthamide biosynthesis protein 2
K17867	DPH4, DNAJC24	diphthamide biosynthesis protein 4
K17868	DPH7, RRT2	diphthine methyl ester acylhydrolase	[EC:3.1.1.97]
K17870	nox1	NADH oxidase (H2O2-forming)	[EC:1.6.3.3]
K17871	ndh1	NADH:ubiquinone reductase (non-electrogenic)	[EC:1.6.5.9]
K17883	mtr	mycothione reductase	[EC:1.8.1.15]
K17884	E2.7.8.39	archaetidylinositol phosphate synthase	[EC:2.7.8.39]
K17885	MTCH	mitochondrial carrier
K17887	SNX25, MDM1	sorting nexin-25
K17888	ATG10L, ATG10	ubiquitin-like-conjugating enzyme ATG10
K17889	ATG14L, ATG14	beclin 1-associated autophagy-related key regulator
K17890	ATG16L1	autophagy-related protein 16-1
K17892	FTRC	ferredoxin-thioredoxin reductase catalytic chain	[EC:1.8.7.2]
K17893	AOX1, AOX2	ubiquinol oxidase	[EC:1.10.3.11]
K17894	GATA2	GATA-binding protein 2
K17898	oraE	D-ornithine 4,5-aminomutase subunit beta	[EC:5.4.3.5]
K17899	oraS	D-ornithine 4,5-aminomutase subunit alpha	[EC:5.4.3.5]
K17901	RCAN1, MCIP1	calcipressin-1
K17904	DIO2	type II thyroxine 5'-deiodinase	[EC:1.21.99.4]
K17906	ATG2	autophagy-related protein 2
K17907	ATG9	autophagy-related protein 9
K17908	WIPI, ATG18	autophagy-related protein 18
K17914	KIF13	kinesin family member 13
K17916	KIF16B, SNX23	kinesin family member 16B
K17917	SNX1_2	sorting nexin-1/2
K17918	SNX3_12	sorting nexin-3/12
K17919	SNX4	sorting nexin-4
K17920	SNX5_6_32	sorting nexin-5/6/32
K17921	SNX7_30	sorting nexin-7/30
K17922	SNX8, MVP1	sorting nexin-8
K17923	SNX9_18_33	sorting nexin-9/18/33
K17925	SNX13	sorting nexin-13
K17926	SNX14	sorting nexin-14
K17934	NOXO1, SNX28	NADPH oxidase organizer 1
K17935	SNX29	sorting nexin-29
K17936	SNX27	sorting nexin-27
K17938	sbmA, bacA	peptide/bleomycin uptake transporter
K17942	pmd	phosphomevalonate decarboxylase	[EC:4.1.1.99]
K17943	PUM	pumilio RNA-binding family
K17947	wbiB	dTDP-L-rhamnose 4-epimerase	[EC:5.1.3.25]
K17950	cuyA	L-cysteate sulfo-lyase	[EC:4.4.1.25]
K17963	PPRC1, PRC	peroxisome proliferator-activated receptor gamma coactivator-related protein 1
K17964	LRPPRC	leucine-rich PPR motif-containing protein, mitochondrial
K17966	TMEM70	transmembrane protein 70, mitochondrial
K17968	TRIAP1, MDM35	TRIAP1/MDM35 family protein
K17969	FIS1, TTC11, MDV2	mitochondrial fission 1 protein
K17972	NAA20, NAT3	N-terminal acetyltransferase B complex catalytic subunit	[EC:2.3.1.88]
K17973	NAA25, MDM20	N-terminal acetyltransferase B complex non-catalytic subunit
K17983	SHE9	sensitive to high expression protein 9, mitochondrial
K17985	AMBRA1	activating molecule in BECN1-regulated autophagy protein 1
K17987	NBR1	next to BRCA1 gene 1 protein
K17988	TECPR1	tectonin beta-propeller repeat-containing protein 1
K17989	SDS, SDH, CHA1	L-serine/L-threonine ammonia-lyase	[EC:4.3.1.17 4.3.1.19]
K17992	hndB	NADP-reducing hydrogenase subunit HndB	[EC:1.12.1.3]
K18005	hoxF	[NiFe] hydrogenase diaphorase moiety large subunit	[EC:1.12.1.2]
K18006	hoxU	[NiFe] hydrogenase diaphorase moiety small subunit	[EC:1.12.1.2]
K18007	hoxY	NAD-reducing hydrogenase small subunit	[EC:1.12.1.2]
K18009	budC	meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase	[EC:1.1.1.- 1.1.1.76 1.1.1.304]
K18010	HCAR	7-hydroxymethyl chlorophyll a reductase	[EC:1.17.7.2]
K18011	kamE	beta-lysine 5,6-aminomutase beta subunit	[EC:5.4.3.3]
K18012	kdd	L-erythro-3,5-diaminohexanoate dehydrogenase	[EC:1.4.1.11]
K18013	kce	3-keto-5-aminohexanoate cleavage enzyme	[EC:2.3.1.247]
K18014	kal	3-aminobutyryl-CoA ammonia-lyase	[EC:4.3.1.14]
K18024	PTPN12_18_22	tyrosine-protein phosphatase non-receptor type 12/18/22	[EC:3.1.3.48]
K18025	PTPN14_21	tyrosine-protein phosphatase non-receptor type 14/21	[EC:3.1.3.48]
K18028	nicX	2,5-dihydroxypyridine 5,6-dioxygenase	[EC:1.13.11.9]
K18029	nicA	nicotinate dehydrogenase subunit A	[EC:1.17.2.1]
K18032	PTPRA	receptor-type tyrosine-protein phosphatase A	[EC:3.1.3.48]
K18035	PTPRO	receptor-type tyrosine-protein phosphatase O	[EC:3.1.3.48]
K18037	PTPN4, MEG	tyrosine-protein phosphatase non-receptor type 4	[EC:3.1.3.48]
K18038	PTPN9, MEG2	tyrosine-protein phosphatase non-receptor type 9	[EC:3.1.3.48]
K18040	PTPN23	tyrosine-protein phosphatase non-receptor type 23	[EC:3.1.3.48]
K18041	PTP4A	protein tyrosine phosphatase type IVA	[EC:3.1.3.48]
K18050	PRKCE	novel protein kinase C epsilon type	[EC:2.7.11.13]
K18051	PRKCH	novel protein kinase C eta type	[EC:2.7.11.13]
K18052	PRKCQ	novel protein kinase C theta type	[EC:2.7.11.13]
K18055	HIF1AN	hypoxia-inducible factor 1-alpha inhibitor (HIF hydroxylase)	[EC:1.14.11.30]
K18059	SULTR4	sulfate transporter 4
K18060	MTPAP	poly(A) RNA polymerase, mitochondrial	[EC:2.7.7.19]
K18061	SBF1_2, MTMR5_13	myotubularin-related protein 5/13
K18066	TYW5	tRNA wybutosine-synthesizing protein 5	[EC:1.14.11.42]
K18067	pht4	phthalate 4,5-cis-dihydrodiol dehydrogenase	[EC:1.3.1.64]
K18078	PTPDC1	protein tyrosine phosphatase domain-containing protein 1	[EC:3.1.3.-]
K18079	TPTE, TPIP	PTEN homologous phosphatase
K18080	TNS	tensin
K18081	MTMR1_2	myotubularin-related protein 1/2	[EC:3.1.3.64 3.1.3.95]
K18082	MTMR3_4, ZFYVE10_11	myotubularin-related protein 3/4	[EC:3.1.3.48 3.1.3.64 3.1.3.95]
K18083	MTMR6_7_8	myotubularin-related protein 6/7/8	[EC:3.1.3.64 3.1.3.95]
K18084	MTMR9	myotubularin-related protein 9
K18085	MTMR10_11_12	myotubularin-related protein 10/11/12
K18086	MTMR14	myotubularin-related protein 14	[EC:3.1.3.64 3.1.3.95]
K18106	GAAA	D-galacturonate reductase	[EC:1.1.1.-]
K18120	4hbD, abfH	4-hydroxybutyrate dehydrogenase	[EC:1.1.1.61]
K18121	GLYR	glyoxylate/succinic semialdehyde reductase	[EC:1.1.1.79 1.1.1.-]
K18122	cat2, abfT	4-hydroxybutyrate CoA-transferase	[EC:2.8.3.-]
K18123	HOGA1	4-hydroxy-2-oxoglutarate aldolase	[EC:4.1.3.16]
K18134	EOGT	protein O-GlcNAc transferase	[EC:2.4.1.255]
K18138	acrB, mexB, adeJ, smeE, mtrD, cmeB	multidrug efflux pump
K18139	oprM, emhC, ttgC, cusC, adeK, smeF, mtrE, cmeC, gesC	outer membrane protein, multidrug efflux system
K18144	adeR	two-component system, OmpR family, response regulator AdeR
K18151	UAH	ureidoglycolate amidohydrolase	[EC:3.5.1.116]
K18156	ATP23, XRCC6BP1	mitochondrial inner membrane protease ATP23	[EC:3.4.24.-]
K18159	NDUFAF1, CIA30	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 1
K18160	NDUFAF2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2
K18162	NDUFAF5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5	[EC:2.1.1.-]
K18163	NDUFAF6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 6
K18164	NDUFAF7	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 7
K18166	FOXRED1	FAD-dependent oxidoreductase domain-containing protein 1
K18167	SDHAF1	succinate dehydrogenase assembly factor 1
K18168	SDHAF2, SDH5	succinate dehydrogenase assembly factor 2
K18169	TTC19	tetratricopeptide repeat protein 19, mitochondrial
K18180	COA7, SELRC1, RESA1	cytochrome c oxidase assembly factor 7
K18189	TACO1	translational activator of cytochrome c oxidase 1
K18199	E4.2.1.103, inhA	cyclohexyl-isocyanide hydratase	[EC:4.2.1.103]
K18200	PAL	peptidylamidoglycolate lyase	[EC:4.3.2.5]
K18203	LCMT1	[phosphatase 2A protein]-leucine-carboxy methyltransferase	[EC:2.1.1.233]
K18207	POMGNT2, GTDC2	protein O-mannose beta-1,4-N-acetylglucosaminyltransferase	[EC:2.4.1.312]
K18208	RNLS	renalase	[EC:1.6.3.5]
K18211	SNAP25	synaptosomal-associated protein 25
K18213	PRORP	proteinaceous RNase P	[EC:3.1.26.5]
K18224	prmC	propane monooxygenase small subunit	[EC:1.14.13.-]
K18225	prmB	propane monooxygenase reductase component	[EC:1.18.1.-]
K18230	tylC, oleB, carA, srmB	macrolide transport system ATP-binding/permease protein
K18234	vat	virginiamycin A acetyltransferase	[EC:2.3.1.-]
K18235	vgb	virginiamycin B lyase	[EC:4.2.99.-]
K18237	K18237	ribose 1,5-bisphosphate isomerase	[EC:5.3.1.29]
K18245	CA2	carbonic anhydrase 2	[EC:4.2.1.1]
K18258	CRYM	thiomorpholine-carboxylate dehydrogenase	[EC:1.5.1.25]
K18260	CC2D1	coiled-coil and C2 domain-containing protein 1
K18269	PDCD10	programmed cell death protein 10
K18270	RAB3GAP1	Rab3 GTPase-activating protein catalytic subunit
K18272	RP2	protein XRP2
K18273	TECTA	alpha-tectorin
K18277	tmm	trimethylamine monooxygenase	[EC:1.14.13.148]
K18283	PDE2A	cGMP-dependent 3',5'-cyclic phosphodiesterase	[EC:3.1.4.17]
K18285	mqnE	aminodeoxyfutalosine synthase	[EC:2.5.1.120]
K18286	add	aminodeoxyfutalosine deaminase	[EC:3.5.4.40]
K18292	E4.1.3.25	(S)-citramalyl-CoA lyase	[EC:4.1.3.25]
K18302	mexJ	membrane fusion protein, multidrug efflux system
K18303	mexK	multidrug efflux pump
K18320	IS15, IS26	transposase, IS6 family
K18327	REXO4, REX4	RNA exonuclease 4	[EC:3.1.-.-]
K18328	DBR1	lariat debranching enzyme	[EC:3.1.-.-]
K18331	hndC	NADP-reducing hydrogenase subunit HndC	[EC:1.12.1.3]
K18332	hndD	NADP-reducing hydrogenase subunit HndD	[EC:1.12.1.3]
K18333	K18333	L-fucose dehydrogenase
K18334	fucD	L-fuconate dehydratase	[EC:4.2.1.68]
K18335	K18335	2-keto-3-deoxy-L-fuconate dehydrogenase	[EC:1.1.1.-]
K18342	OTUD6	OTU domain-containing protein 6	[EC:3.4.19.12]
K18346	vanW	vancomycin resistance protein VanW
K18352	vanRAc	two-component system, OmpR family, response regulator VanR
K18365	bphI, xylK, nahM, tesG	4-hydroxy-2-oxovalerate/4-hydroxy-2-oxohexanoate aldolase	[EC:4.1.3.39 4.1.3.43]
K18366	bphJ, xylQ, nahO, tesF	acetaldehyde/propanal dehydrogenase	[EC:1.2.1.10 1.2.1.87]
K18369	adh2	alcohol dehydrogenase	[EC:1.1.1.-]
K18372	acmB	methyl acetate hydrolase	[EC:3.1.1.-]
K18382	adh1	NAD+-dependent secondary alcohol dehydrogenase Adh1	[EC:1.1.1.-]
K18384	L3HYPDH	trans-L-3-hydroxyproline dehydratase	[EC:4.2.1.77]
K18399	BPHL	valacyclovir hydrolase	[EC:3.1.-.-]
K18400	KANSL1	KAT8 regulatory NSL complex subunit 1
